,0,1,0
0,0.03856306602367762,0.021571705625253592,0
1,-0.07225972474454846,-0.017667453991929254,1
2,0.02872120956349292,-0.026562844724196434,1
3,0.12531239066500127,-0.029542783186461363,1
4,-0.008413644738493278,-0.019526763153071315,1
5,0.1581835467817984,0.011071191506494231,0
6,0.13718367156135605,0.02659591673788634,0
7,-0.006710716189777624,-0.02476673009092562,1
8,0.012052081933147905,-0.02166079743400007,1
9,0.03634612701392119,0.02264062629318375,0
10,-0.058266461706589584,0.035821697870129454,0
11,-0.03718056941005338,-0.026025027740326237,1
12,0.04584669236359626,0.028512582068389112,0
13,-0.02276701584789266,-0.02870888366802487,1
14,-0.15976666208775553,-0.01881180670054512,1
15,0.2951663651084339,0.011758506872500515,0
16,-0.2518266087355149,0.0023241377012789034,1
17,0.1214139849722176,0.007175916106476033,0
18,0.019244233894324416,-0.026681388887143588,1
19,-0.053286718400426605,0.024888286365134765,0
20,0.07498063161510915,0.01693076473943306,0
21,-0.07278710180110236,0.03596725599724572,0
22,0.09809457768340615,0.027355755082311282,0
23,-0.15708881345173858,0.03787037704672212,0
24,-0.08098096057397386,-0.009539354830651645,1
25,0.08752050605344787,0.02352570643021219,0
26,-0.0128246580575493,-0.01933186862514839,1
27,0.27059332769504274,-0.035325029483813705,1
28,-0.20785975216784985,-0.012541251612494286,1
29,0.1415084080352812,0.017693295642808922,0
30,-0.010515635213928039,-0.03416274603904603,1
31,0.1134973667909719,0.01893411336834606,0
32,-0.007256120456163889,-0.02358158915838495,1
33,0.05466377031172174,0.02299734592749777,0
34,0.022121052439878896,-0.026924324347527433,1
35,0.06524047450728719,0.03027579936378041,0
36,-0.04718310409111963,-0.02006704782925056,1
37,0.10450334455276054,0.015483602517013617,0
38,0.27518695122938974,0.00789981481455651,0
39,-0.0013423137549353045,-0.027418879240310393,1
40,-0.29443923921300896,-0.0039421048120659614,1
41,-0.08751719239671933,0.036551531260217957,0
42,0.25939319445001535,0.004393757578315905,0
43,-0.233577263654136,-0.010894503238235233,1
44,0.01717135249260734,0.024451169193584733,0
45,-0.018864866765731084,0.032274724271511145,0
46,-0.05224172461493603,-0.01941720987937245,1
47,-0.03170997666534661,0.02385430340124762,0
48,0.13738822659997132,0.015690603585187705,0
49,0.04771039079027106,0.022497609636406752,0
50,0.037243823586809235,0.018962752547123696,0
51,-0.06973272845301351,-0.02850258425427431,1
52,-0.14823874032747114,-0.01746582155922322,1
53,-0.002341537524900174,-0.020155998317897016,1
54,0.009866776737005813,-0.025885929938826685,1
55,-0.02339140247328801,-0.028675415383039426,1
56,0.07265199959551835,0.01953635707907967,0
57,0.1956786475047059,0.011442444526584444,0
58,0.040753935424647295,-0.02125314303700041,1
59,0.14826766869781452,-0.038083084233214166,1
60,0.12008331072411303,-0.03274370244114805,1
61,0.10850340990358347,0.016960389689264277,0
62,0.06610872818249244,0.02543624814939639,0
63,-0.08200092266402333,-0.02422882730027809,1
64,-0.2043982458825205,-0.008920224108494792,1
65,-0.07241596882608235,-0.02362365965730396,1
66,0.15780764733140404,0.014116074071630262,0
67,0.2398935824687472,0.015383062173738601,0
68,0.12117898061339039,-0.02103967702869385,1
69,-0.3116928236222146,-0.005768897591682363,1
70,-0.04685242197984957,0.02337345160572114,0
71,0.16279444770509244,-0.03559341099406012,1
72,-0.04636452331632609,-0.0277246535683479,1
73,0.04188090512002534,0.029530967396104817,0
74,-0.23798541757236014,0.03817135701069022,0
75,-0.2967993442117806,-0.008218049568718236,1
76,0.09840626512807768,0.02426987855323125,0
77,-0.21029509309471214,-0.01754706239285699,1
78,-0.08376218563647046,-0.020013726747731837,1
79,0.0135072976185354,-0.027078557018149447,1
80,-0.2009977868703003,0.028359487154150268,0
81,-0.2042004693138676,-0.007132875410363448,1
82,-0.21282492223741975,-0.011869774312850205,1
83,-0.23938735923951068,-0.01258597493508615,1
84,-0.02583822599775954,-0.02219032228535902,1
85,-0.05673564675788247,-0.025671983417033455,1
86,-0.03991730383188792,-0.0212362634689192,1
87,0.10064775765364024,0.027541085266463726,0
88,0.11171811000059007,-0.03036665672081559,1
89,-0.08579862263293195,-0.015552738370983537,1
90,-0.04643698441908395,0.031613095782670166,0
91,-0.05529575954768165,0.024599608673093697,0
92,-0.15260955854652017,-0.01588713977023326,1
93,-0.06323316375814994,0.021323542265789783,0
94,-0.12877745305799596,-0.0209404913319939,1
95,0.09494376820971472,0.0110553309004128,0
96,-0.09692682123637411,0.033839390158066154,0
97,0.16579954635375616,0.023869625012217587,0
98,0.22673422721905107,0.006301792066930415,0
99,0.10152256399340867,-0.03420730039606146,1
100,-0.03517295277056431,-0.02873565699071304,1
101,0.011044328624668002,-0.03089965259076031,1
102,0.02438822024534327,0.026909230906496138,0
103,-0.07064040042031387,0.022480883553542254,0
104,-0.03202013164670636,-0.02600569689943472,1
105,0.18841613905374033,0.01254620612819003,0
106,0.13886330827532048,-0.028465609289761707,1
107,-0.025343210392820056,-0.01930816125010222,1
108,-0.2165946064250182,0.041302722857855974,0
109,0.2492094948551248,0.011986491464391824,0
110,-0.02884486066724772,-0.017888212096492676,1
111,0.0601877907727634,-0.035570167767452573,1
112,-0.011580561025384272,-0.0263281784961667,1
113,-0.29145840663856265,-0.007549129790434447,1
114,0.18905403647109464,-0.03999298876009804,1
115,-0.0977758879419772,0.02935126889509328,0
116,-0.11735199671554318,0.027813097673488767,0
117,-0.10225338719311294,0.04119366107459687,0
118,0.009784266980865486,0.028092868075246465,0
119,-0.1576185861096665,0.0410781418409063,0
120,0.1378377134330365,-0.030246164332666234,1
121,0.1604269074970452,0.013264578435301475,0
122,0.12472589152899977,-0.025398021212551834,1
123,-0.03238081888116353,0.02459258164532006,0
124,-0.08496024875978801,-0.014507193374119091,1
125,-0.08155554202608913,-0.019436974344156477,1
126,0.11046396887514925,0.014953241271875643,0
127,0.2552130881106188,0.01952009526185967,0
128,-0.007200932485251009,0.030003233500807244,0
129,0.30486513017417893,0.009780882041245312,0
130,0.021631984211291064,0.030512739764369773,0
131,-0.0752789299451737,-0.010164982969261497,1
132,-0.07139358188544018,0.026485771852695253,0
133,0.012298977133162928,0.02274352132377091,0
134,0.06815230435515877,-0.029540830958030836,1
135,-0.03592411693903173,-0.02445115559595897,1
136,0.10971062427831015,-0.03733234413945499,1
137,-0.3891455583298151,0.05045493628554403,0
138,0.18210354522338518,-0.04165695548980248,1
139,0.03099376993850269,-0.023075437033566668,1
140,-0.11446745802523225,-0.018101836378306247,1
141,-0.2782883494970031,-0.0053143533191109225,1
142,-0.030691668085970795,0.02892222226106727,0
143,0.2873296054053719,-0.04821146565204347,1
